,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCAO,VOTOS_BRANCOS,VOTOS_NULOS,PCT_ABSTENCAO,PCT_BRANCOS,PCT_NULOS
95,PB,19950,CONGO,10202,8756,1446,754,1280,14.173691433052344,8.611238008222932,14.618547281863863
96,PB,19968,MARCAÇÃO,13914,11682,2232,1919,1708,16.041397153945667,16.42698168121897,14.620784112309536
97,PB,19976,COREMAS,24370,18909,5461,1536,2327,22.408699220352894,8.123115976519118,12.306309164947908
98,PB,19984,MATURÉIA,11020,8682,2338,1610,1800,21.21597096188748,18.544114259387236,20.73255010366275
99,PB,19992,CRUZ DO ESPÍRITO SANTO,31826,27138,4688,6638,5216,14.730094890969648,24.46016655612057,19.220281524062198
100,PB,20001,SANTA CECÍLIA,13286,11709,1577,1488,1450,11.869637212102965,12.708173200102484,12.383636518917072
101,PB,20010,CUBATI,12996,10728,2268,1572,2289,17.451523545706372,14.65324384787472,21.33668903803132
102,PB,20036,CUITÉ,33918,27247,6671,2960,4961,19.668022878707472,10.86358131170404,18.207509083568834
103,PB,20052,CUITEGI,11610,9156,2454,2041,1735,21.136950904392766,22.29139362166885,18.949322848405416
104,PB,20079,CURRAL VELHO,4712,3671,1041,137,397,22.09252971137521,3.731953146281667,10.814491964042496
105,PB,20095,DESTERRO,14776,11705,3071,1115,1542,20.78370330265295,9.525843656557027,13.17385732592909
106,PB,20117,VISTA SERRANA,6514,4969,1545,306,586,23.718145532698802,6.158180720466895,11.793117327430066
107,PB,20133,DIAMANTE,11264,8367,2897,617,1366,25.719105113636363,7.374208198876539,16.326042787139954
108,PB,20150,DONA INÊS,18130,14353,3777,1220,2567,20.832873690016548,8.499965164077196,17.884762767365707
109,PB,20176,DUAS ESTRADAS,7128,5808,1320,522,905,18.51851851851852,8.987603305785125,15.581955922865015
110,PB,20192,EMAS,6702,5228,1474,367,659,21.993434795583408,7.019892884468248,12.60520275439939
111,PB,20214,ESPERANÇA,49906,41118,8788,8968,10262,17.609105117621127,21.810399338489226,24.957439564181136
112,PB,20230,FAGUNDES,20136,16087,4049,2211,3527,20.108263806118394,13.744016908062411,21.92453533909368
113,PB,20257,FREI MARTINHO,5640,4705,935,333,688,16.578014184397162,7.077577045696068,14.622741764080766
114,PB,20273,GUARABIRA,85326,71467,13859,14261,12937,16.242411457234606,19.95466439055788,18.10206109113297
115,PB,20290,GURINHÉM,22494,18374,4120,3756,3928,18.315995376544855,20.441928812452378,21.378034178730815
116,PB,20311,GURJÃO,6242,5269,973,480,880,15.587952579301506,9.109888024293035,16.701461377870565
117,PB,20338,IBIARA,11044,8477,2567,837,1359,23.2433900760594,9.873776100035391,16.031614958121978
118,PB,20354,IMACULADA,17614,13312,4302,1576,2311,24.42375383217895,11.838942307692307,17.360276442307693
119,PB,20370,INGÁ,29642,23978,5664,3438,4370,19.108022400647727,14.338143298023187,18.225039619651348
120,PB,20397,ITABAIANA,37970,31693,6277,6062,6631,16.531472214906508,19.127252074590604,20.922601205313477
121,PB,20419,ITAPORANGA,34286,26911,7375,3204,3855,21.51023741468821,11.905912080561851,14.324997213035562
122,PB,20435,ITAPOROROCA,26412,21904,4508,2657,3337,17.067999394214752,12.130204528853177,15.234660336011688
123,PB,20451,ITATUBA,16912,13975,2937,1905,2608,17.366367076631978,13.631484794275492,18.661896243291594
124,PB,20478,JACARAÚ,27628,21309,6319,2546,3491,22.871724337628493,11.948003191139895,16.382749073161577
125,PB,20494,JERICÓ,13786,10970,2816,1464,1160,20.426519657623675,13.345487693710117,10.5742935278031
