,Unnamed: 0,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCAO,VOTOS_BRANCOS,VOTOS_NULOS,PCT_ABSTENCAO,PCT_BRANCOS,PCT_NULOS,ANALFABETO,ENSINO FUNDAMENTAL COMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MÉDIO COMPLETO,ENSINO MÉDIO INCOMPLETO,LÊ E ESCREVE,SUPERIOR COMPLETO,SUPERIOR INCOMPLETO,100 anos ou mais              ,16 anos                       ,17 anos                       ,18 anos                       ,19 anos                       ,20 anos                       ,21 a 24 anos                  ,25 a 29 anos                  ,30 a 34 anos                  ,35 a 39 anos                  ,40 a 44 anos                  ,45 a 49 anos                  ,50 a 54 anos                  ,55 a 59 anos                  ,60 a 64 anos                  ,65 a 69 anos                  ,70 a 74 anos                  ,75 a 79 anos                  ,80 a 84 anos                  ,85 a 89 anos                  ,90 a 94 anos                  ,95 a 99 anos                  ,Inválido                      ,FEMININO,MASCULINO,codigo_ibge,municipio,pib_mil_reais
50,50,PB,19500,BERNARDINO BATISTA,6332,4882,1450,208,630,22.89955780164245,4.260548955346169,12.904547316673495,368.0,272.0,1006.0,532.0,433.0,297.0,175.0,83.0,2.0,59.0,72.0,68.0,70.0,68.0,280.0,339.0,337.0,381.0,305.0,233.0,191.0,201.0,156.0,133.0,118.0,81.0,48.0,11.0,12.0,1.0,0.0,1599.0,1567.0,2502052,Bernardino Batista - PB,53721
51,51,PB,19518,BOQUEIRÃO,30086,24904,5182,3286,4379,17.223957987103635,13.19466752328943,17.583520719563122,1097.0,703.0,4032.0,2651.0,2160.0,3308.0,604.0,488.0,4.0,146.0,203.0,251.0,274.0,245.0,1219.0,1601.0,1631.0,1578.0,1448.0,1258.0,1151.0,1135.0,879.0,616.0,570.0,411.0,268.0,105.0,38.0,12.0,0.0,7730.0,7313.0,2502508,Boqueirão - PB,302850
52,52,PB,19526,POÇO DE JOSÉ DE MOURA,7832,6424,1408,488,1096,17.97752808988764,7.596513075965131,17.06102117061021,274.0,269.0,1329.0,703.0,511.0,504.0,193.0,133.0,0.0,37.0,55.0,52.0,74.0,81.0,299.0,359.0,368.0,372.0,361.0,334.0,296.0,276.0,253.0,229.0,192.0,140.0,90.0,27.0,19.0,2.0,0.0,1989.0,1927.0,2512077,Poço de José de Moura - PB,61655
53,53,PB,19534,IGARACY,11510,8522,2988,416,1123,25.960034752389227,4.881483219901432,13.17765782680122,483.0,214.0,1675.0,870.0,974.0,1119.0,259.0,161.0,0.0,58.0,78.0,97.0,108.0,144.0,481.0,627.0,551.0,561.0,516.0,450.0,433.0,425.0,340.0,321.0,221.0,159.0,131.0,38.0,8.0,7.0,1.0,2965.0,2790.0,2502607,Igaracy - PB,73095
54,54,PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,4400,3729,671,209,373,15.25,5.604719764011799,10.002681684097611,174.0,128.0,574.0,471.0,291.0,327.0,135.0,100.0,0.0,16.0,31.0,39.0,41.0,45.0,203.0,223.0,206.0,223.0,238.0,215.0,147.0,151.0,139.0,87.0,84.0,53.0,32.0,18.0,7.0,1.0,1.0,1073.0,1127.0,2514651,São José do Brejo do Cruz - PB,36303
55,55,PB,19550,BORBOREMA,9098,7150,1948,922,1143,21.411299186634423,12.895104895104897,15.986013986013988,520.0,245.0,1161.0,762.0,745.0,769.0,214.0,133.0,1.0,35.0,69.0,97.0,92.0,109.0,439.0,501.0,394.0,462.0,447.0,399.0,321.0,297.0,256.0,191.0,170.0,140.0,77.0,35.0,15.0,2.0,0.0,2320.0,2229.0,2502706,Borborema - PB,80671
56,56,PB,19569,SANTA INÊS,7636,6017,1619,401,976,21.20220010476689,6.664450722951637,16.22070799401695,350.0,196.0,972.0,520.0,545.0,1009.0,156.0,70.0,0.0,34.0,56.0,80.0,81.0,79.0,279.0,409.0,466.0,401.0,354.0,342.0,303.0,263.0,226.0,157.0,124.0,80.0,57.0,21.0,5.0,1.0,0.0,1878.0,1940.0,2513356,Santa Inês - PB,40015
57,57,PB,19577,BREJO DO CRUZ,20604,16721,3883,1365,2329,18.845855173752668,8.163387357215477,13.92859278751271,995.0,521.0,3167.0,1672.0,1406.0,1637.0,610.0,294.0,0.0,96.0,147.0,154.0,168.0,173.0,792.0,1054.0,1058.0,1060.0,1042.0,894.0,798.0,868.0,692.0,527.0,329.0,227.0,143.0,56.0,18.0,6.0,0.0,5406.0,4896.0,2502805,Brejo do Cruz - PB,207305
58,58,PB,19585,AMPARO,5174,4212,962,505,530,18.592964824120603,11.989553656220323,12.583095916429247,144.0,152.0,647.0,507.0,440.0,477.0,120.0,100.0,1.0,27.0,37.0,51.0,42.0,50.0,210.0,276.0,265.0,308.0,256.0,228.0,173.0,204.0,118.0,106.0,96.0,60.0,47.0,25.0,6.0,1.0,0.0,1263.0,1324.0,2500734,Amparo - PB,37039
59,59,PB,19593,BREJO DOS SANTOS,11628,9730,1898,1155,1068,16.32266941864465,11.8705035971223,10.976361767728674,536.0,231.0,1680.0,1124.0,774.0,863.0,423.0,183.0,2.0,62.0,66.0,109.0,106.0,117.0,460.0,579.0,524.0,564.0,515.0,533.0,438.0,448.0,380.0,321.0,223.0,194.0,108.0,45.0,15.0,5.0,0.0,2997.0,2817.0,2502904,Brejo dos Santos - PB,79111
60,60,PB,19607,CASSERENGUE,12028,9359,2669,1295,1486,22.189890256069173,13.836948391922212,15.877764718452823,894.0,278.0,1471.0,630.0,822.0,1706.0,126.0,87.0,5.0,77.0,74.0,110.0,120.0,145.0,546.0,650.0,529.0,592.0,521.0,480.0,441.0,425.0,338.0,268.0,230.0,187.0,159.0,74.0,33.0,10.0,0.0,3038.0,2976.0,2504157,Casserengue - PB,83914
61,61,PB,19615,CAAPORÃ,32692,27560,5132,6808,6235,15.698030099106816,24.702467343976775,22.6233671988389,1005.0,448.0,5022.0,4214.0,2586.0,1910.0,714.0,447.0,0.0,72.0,154.0,263.0,339.0,388.0,1556.0,1937.0,1833.0,1833.0,1866.0,1619.0,1282.0,1051.0,809.0,587.0,408.0,218.0,89.0,34.0,6.0,2.0,0.0,8483.0,7863.0,2503001,Caaporã - PB,545157
62,62,PB,19623,GADO BRAVO,15012,12420,2592,2718,2797,17.26618705035971,21.88405797101449,22.52012882447665,553.0,387.0,2033.0,1226.0,1013.0,1876.0,279.0,139.0,0.0,72.0,98.0,112.0,143.0,159.0,699.0,885.0,853.0,771.0,688.0,572.0,554.0,502.0,393.0,348.0,339.0,180.0,88.0,33.0,12.0,5.0,0.0,3806.0,3700.0,2506251,Gado Bravo - PB,101801
63,63,PB,19631,CABACEIRAS,9764,8435,1329,923,1135,13.611224907824662,10.94250148192057,13.455838767042088,154.0,273.0,1585.0,1062.0,754.0,517.0,307.0,230.0,1.0,47.0,61.0,86.0,64.0,85.0,352.0,451.0,506.0,478.0,485.0,399.0,331.0,365.0,342.0,259.0,227.0,155.0,105.0,56.0,21.0,6.0,0.0,2546.0,2336.0,2503100,Cabaceiras - PB,171069
64,64,PB,19640,POÇO DANTAS,8124,6208,1916,532,800,23.58444116198917,8.56958762886598,12.886597938144329,469.0,189.0,1356.0,543.0,543.0,671.0,222.0,69.0,1.0,67.0,87.0,105.0,107.0,97.0,402.0,420.0,450.0,417.0,366.0,312.0,287.0,261.0,209.0,128.0,134.0,98.0,70.0,24.0,15.0,5.0,0.0,1968.0,2094.0,2512036,Poço Dantas - PB,56713
65,65,PB,19658,CABEDELO,102082,82128,19954,13721,13099,19.547030818361712,16.70684784726281,15.949493473602184,1246.0,3026.0,9716.0,13034.0,9576.0,3907.0,6980.0,3556.0,6.0,248.0,465.0,689.0,776.0,809.0,4065.0,5225.0,5150.0,5585.0,5689.0,4932.0,4492.0,3942.0,3169.0,2283.0,1620.0,994.0,579.0,225.0,82.0,14.0,2.0,27167.0,23874.0,2503209,Cabedelo - PB,4092777
66,66,PB,19666,JOCA CLAUDINO,5114,3986,1128,277,635,22.05709816190849,6.949322629202208,15.930757651781237,181.0,118.0,718.0,432.0,425.0,536.0,99.0,48.0,1.0,31.0,34.0,39.0,34.0,60.0,184.0,242.0,266.0,296.0,270.0,203.0,169.0,198.0,134.0,142.0,102.0,66.0,43.0,29.0,11.0,3.0,0.0,1288.0,1269.0,2513653,Joca Claudino - PB,43129
67,67,PB,19674,CACHOEIRA DOS ÍNDIOS,15488,12386,3102,1811,2609,20.02840909090909,14.621346681737446,21.06410463426449,515.0,385.0,2599.0,1133.0,1149.0,1427.0,331.0,205.0,1.0,48.0,77.0,135.0,142.0,139.0,620.0,829.0,826.0,832.0,765.0,644.0,550.0,560.0,427.0,383.0,326.0,222.0,149.0,55.0,12.0,2.0,0.0,3978.0,3766.0,2503308,Cachoeira dos Índios - PB,153125
68,68,PB,19682,TENÓRIO,5780,4842,938,396,662,16.228373702422143,8.178438661710038,13.672036348616274,132.0,136.0,952.0,374.0,430.0,732.0,77.0,57.0,0.0,28.0,47.0,57.0,76.0,66.0,227.0,341.0,341.0,313.0,275.0,250.0,189.0,174.0,149.0,115.0,114.0,60.0,39.0,19.0,10.0,0.0,0.0,1415.0,1475.0,2516755,Tenório - PB,40231
69,69,PB,19690,CACIMBA DE AREIA,7904,6441,1463,794,1041,18.509615384615387,12.32727837292346,16.16208663251048,389.0,200.0,1035.0,948.0,527.0,511.0,205.0,137.0,3.0,40.0,58.0,74.0,73.0,68.0,315.0,370.0,419.0,468.0,374.0,349.0,310.0,287.0,210.0,175.0,131.0,102.0,67.0,36.0,14.0,9.0,0.0,1988.0,1964.0,2503407,Cacimba de Areia - PB,45669
70,70,PB,19704,COXIXOLA,3802,3220,582,371,404,15.307732772225144,11.521739130434783,12.546583850931675,92.0,112.0,508.0,419.0,251.0,371.0,89.0,59.0,1.0,17.0,20.0,23.0,34.0,22.0,128.0,190.0,173.0,195.0,155.0,148.0,178.0,135.0,141.0,92.0,87.0,71.0,46.0,29.0,11.0,5.0,0.0,943.0,958.0,2504850,Coxixola - PB,30936
71,71,PB,19712,CACIMBA DE DENTRO,27714,21509,6205,1939,3820,22.389406076351303,9.014831000976336,17.760007438746573,1564.0,680.0,3355.0,2054.0,1795.0,3667.0,442.0,300.0,0.0,152.0,203.0,239.0,270.0,284.0,1248.0,1470.0,1401.0,1455.0,1225.0,1132.0,1003.0,1057.0,811.0,592.0,541.0,367.0,250.0,122.0,31.0,4.0,0.0,7091.0,6766.0,2503506,Cacimba de Dentro - PB,179299
72,72,PB,19720,PARARI,4326,3604,722,253,492,16.689782709200184,7.019977802441732,13.65149833518313,70.0,121.0,628.0,354.0,298.0,515.0,112.0,65.0,2.0,14.0,25.0,29.0,34.0,42.0,137.0,204.0,209.0,217.0,237.0,175.0,163.0,169.0,153.0,121.0,92.0,55.0,42.0,28.0,10.0,5.0,0.0,1082.0,1081.0,2510659,Parari - PB,28042
73,73,PB,19739,CAIÇARA,12506,9811,2695,1139,1963,21.54965616504078,11.609418000203853,20.008154112730608,527.0,162.0,2097.0,1099.0,985.0,942.0,264.0,177.0,1.0,60.0,68.0,86.0,122.0,84.0,481.0,677.0,683.0,614.0,585.0,587.0,510.0,475.0,362.0,248.0,257.0,163.0,120.0,48.0,19.0,3.0,0.0,3231.0,3022.0,2503605,Caiçara - PB,83428
74,74,PB,19747,PEDRO RÉGIS,10870,8137,2733,837,1509,25.14259429622815,10.286346319282291,18.54491827454836,596.0,252.0,1582.0,684.0,731.0,1306.0,188.0,96.0,0.0,57.0,75.0,92.0,106.0,109.0,544.0,590.0,563.0,555.0,544.0,485.0,394.0,372.0,221.0,229.0,197.0,122.0,105.0,55.0,13.0,7.0,0.0,2674.0,2761.0,2512721,Pedro Régis - PB,70516
75,75,PB,19755,CAJAZEIRAS,91824,76405,15419,12589,12111,16.7919062554452,16.47667037497546,15.85105686800602,2352.0,2376.0,12718.0,9774.0,6092.0,5397.0,4567.0,2636.0,8.0,340.0,513.0,655.0,697.0,791.0,3588.0,4751.0,4702.0,4809.0,4832.0,4066.0,3380.0,3209.0,2562.0,2391.0,1918.0,1262.0,883.0,363.0,152.0,38.0,2.0,24643.0,21269.0,2503704,Cajazeiras - PB,1808447
76,76,PB,19763,ALCANTIL,9334,8166,1168,1032,1431,12.51339190057853,12.637766348273328,17.523879500367375,307.0,235.0,1399.0,904.0,668.0,885.0,162.0,107.0,7.0,42.0,49.0,71.0,63.0,86.0,349.0,550.0,524.0,479.0,439.0,432.0,343.0,387.0,271.0,203.0,169.0,105.0,70.0,19.0,8.0,1.0,0.0,2377.0,2290.0,2500536,Alcantil - PB,70348
77,77,PB,19771,CALDAS BRANDÃO,10564,8811,1753,1273,1477,16.594093146535403,14.447849279309954,16.76313698785609,697.0,205.0,1461.0,833.0,745.0,1042.0,164.0,135.0,2.0,47.0,77.0,73.0,86.0,102.0,424.0,600.0,570.0,539.0,469.0,485.0,432.0,390.0,262.0,199.0,189.0,168.0,98.0,42.0,22.0,6.0,0.0,2732.0,2550.0,2503803,Caldas Brandão - PB,92129
78,78,PB,19780,BARRA DE SANTANA,14856,12343,2513,1980,2741,16.915724286483574,16.0414810013773,22.206918901401604,588.0,391.0,1773.0,1214.0,1163.0,1913.0,230.0,156.0,6.0,70.0,82.0,100.0,119.0,150.0,605.0,801.0,740.0,719.0,683.0,609.0,592.0,548.0,436.0,397.0,304.0,244.0,119.0,73.0,27.0,4.0,0.0,3677.0,3751.0,2501575,Barra de Santana - PB,115121
79,79,PB,19798,CAMALAÚ,11970,9974,1996,1097,1486,16.6750208855472,10.99859635051133,14.898736715460196,679.0,280.0,1927.0,824.0,857.0,1103.0,200.0,115.0,1.0,59.0,82.0,116.0,126.0,116.0,534.0,633.0,576.0,557.0,552.0,487.0,439.0,417.0,332.0,264.0,266.0,189.0,130.0,73.0,25.0,11.0,0.0,3010.0,2975.0,2503902,Camalaú - PB,87713
80,80,PB,19801,CATURITÉ,9888,8552,1336,1031,1368,13.511326860841423,12.055659494855004,15.99625818521983,580.0,288.0,868.0,1190.0,688.0,908.0,262.0,160.0,0.0,61.0,66.0,80.0,97.0,105.0,424.0,521.0,534.0,514.0,504.0,382.0,378.0,353.0,288.0,214.0,190.0,132.0,66.0,26.0,7.0,2.0,0.0,2502.0,2442.0,2504355,Caturité - PB,87217
81,81,PB,19810,CAMPINA GRANDE,592988,514453,78535,81134,124678,13.243944228213724,15.770925623915112,24.235061317554763,8119.0,17391.0,59163.0,81499.0,46412.0,22361.0,36213.0,25336.0,32.0,1469.0,2464.0,4118.0,4777.0,5231.0,23143.0,31429.0,30970.0,32289.0,30924.0,26493.0,23883.0,22434.0,17744.0,13934.0,10830.0,7176.0,4273.0,1955.0,705.0,214.0,7.0,161968.0,134526.0,2504009,Campina Grande - PB,12908743
82,82,PB,19828,RIACHO DE SANTO ANTÔNIO,4808,4135,673,260,433,13.997504159733776,6.287787182587666,10.471584038694076,163.0,161.0,719.0,379.0,369.0,439.0,90.0,84.0,1.0,19.0,22.0,40.0,57.0,60.0,206.0,290.0,293.0,258.0,231.0,206.0,184.0,167.0,109.0,82.0,72.0,39.0,45.0,14.0,7.0,2.0,0.0,1194.0,1210.0,2512788,Riacho de Santo Antônio - PB,35322
83,83,PB,19836,CARRAPATEIRA,4604,3492,1112,124,437,24.152910512597742,3.5509736540664374,12.514318442153494,119.0,104.0,592.0,403.0,395.0,480.0,131.0,78.0,0.0,18.0,35.0,49.0,47.0,41.0,206.0,287.0,229.0,246.0,210.0,202.0,197.0,151.0,118.0,100.0,56.0,62.0,32.0,11.0,5.0,0.0,0.0,1090.0,1212.0,2504108,Carrapateira - PB,39802
84,84,PB,19844,APARECIDA,13716,11561,2155,2026,1502,15.711577719451736,17.524435602456535,12.9919557131736,705.0,353.0,1730.0,980.0,995.0,1706.0,218.0,171.0,0.0,78.0,101.0,103.0,107.0,137.0,464.0,599.0,660.0,731.0,652.0,657.0,508.0,584.0,409.0,347.0,292.0,189.0,151.0,63.0,21.0,5.0,0.0,3484.0,3374.0,2500775,Aparecida - PB,147637
85,85,PB,19852,CATINGUEIRA,10628,8007,2621,931,999,24.66127211140384,11.627326089671538,12.476582989883852,397.0,285.0,1543.0,838.0,924.0,965.0,242.0,120.0,1.0,65.0,77.0,105.0,127.0,117.0,428.0,518.0,543.0,610.0,517.0,466.0,355.0,405.0,299.0,244.0,181.0,129.0,76.0,37.0,10.0,3.0,1.0,2703.0,2611.0,2504207,Catingueira - PB,63519
86,86,PB,19860,SÃO FRANCISCO,8014,6918,1096,729,868,13.67606688295483,10.537727666955767,12.546978895634576,352.0,159.0,877.0,600.0,611.0,1077.0,211.0,120.0,2.0,41.0,61.0,54.0,67.0,71.0,274.0,340.0,371.0,382.0,421.0,342.0,300.0,295.0,239.0,249.0,179.0,128.0,116.0,40.0,28.0,7.0,0.0,2005.0,2002.0,2513984,São Francisco - PB,48447
87,87,PB,19879,CATOLÉ DO ROCHA,42748,35908,6840,5246,5037,16.000748573032656,14.60955775871672,14.027514759942076,1325.0,1034.0,5783.0,4259.0,3003.0,3511.0,1682.0,777.0,1.0,176.0,316.0,347.0,381.0,370.0,1516.0,1947.0,2058.0,2302.0,2226.0,1967.0,1592.0,1743.0,1481.0,1160.0,826.0,474.0,323.0,130.0,34.0,4.0,0.0,11384.0,9990.0,2504306,Catolé do Rocha - PB,622714
88,88,PB,19887,VIEIRÓPOLIS,10028,8137,1891,976,1278,18.857199840446743,11.994592601695956,15.706034164925647,501.0,214.0,1342.0,739.0,674.0,1206.0,203.0,135.0,4.0,41.0,62.0,83.0,94.0,71.0,331.0,427.0,445.0,495.0,510.0,485.0,364.0,366.0,321.0,295.0,241.0,169.0,145.0,48.0,14.0,3.0,0.0,2533.0,2481.0,2517209,Vieirópolis - PB,59242
89,89,PB,19895,CONCEIÇÃO,29004,23101,5903,2751,3754,20.352365191008136,11.908575386346913,16.250378771481756,1441.0,658.0,3010.0,2269.0,2343.0,3597.0,799.0,385.0,2.0,161.0,222.0,254.0,269.0,279.0,1161.0,1469.0,1317.0,1521.0,1460.0,1234.0,1078.0,1071.0,898.0,729.0,602.0,407.0,250.0,87.0,26.0,5.0,0.0,7447.0,7055.0,2504405,Conceição - PB,257651
90,90,PB,19909,AREIA DE BARAÚNAS,4312,3516,796,315,509,18.46011131725417,8.959044368600683,14.476678043230946,235.0,97.0,563.0,451.0,304.0,389.0,76.0,41.0,0.0,21.0,23.0,30.0,47.0,47.0,188.0,252.0,245.0,260.0,198.0,184.0,149.0,137.0,107.0,84.0,68.0,47.0,37.0,26.0,3.0,3.0,0.0,1087.0,1069.0,2501153,Areia de Baraúnas - PB,27916
91,91,PB,19917,CONDADO,11096,8992,2104,698,1521,18.96178803172314,7.762455516014236,16.915035587188612,427.0,260.0,1406.0,938.0,754.0,1296.0,300.0,167.0,1.0,54.0,67.0,84.0,100.0,80.0,385.0,491.0,486.0,535.0,499.0,464.0,457.0,477.0,431.0,326.0,260.0,173.0,114.0,50.0,10.0,4.0,0.0,2895.0,2653.0,2504504,Condado - PB,89037
92,92,PB,19925,ALGODÃO DE JANDAÍRA,5986,4865,1121,618,812,18.727029736050785,12.702980472764647,16.69064748201439,342.0,147.0,945.0,469.0,443.0,465.0,90.0,92.0,0.0,33.0,52.0,52.0,57.0,78.0,267.0,342.0,354.0,356.0,273.0,253.0,202.0,174.0,155.0,93.0,116.0,69.0,45.0,15.0,6.0,1.0,0.0,1474.0,1519.0,2500577,Algodão de Jandaíra - PB,38483
93,93,PB,19933,CONDE,45302,37976,7326,6556,7295,16.171471458213766,17.26353486412471,19.20950073730777,1489.0,883.0,6346.0,4527.0,4025.0,3231.0,1394.0,756.0,2.0,182.0,265.0,386.0,429.0,436.0,2038.0,2476.0,2561.0,2573.0,2483.0,2070.0,1769.0,1538.0,1230.0,938.0,641.0,344.0,192.0,74.0,24.0,0.0,0.0,11699.0,10952.0,2504603,Conde - PB,1648300
94,94,PB,19941,BOA VISTA,11848,10450,1398,1592,2305,11.799459824442945,15.23444976076555,22.057416267942585,254.0,375.0,1773.0,1320.0,970.0,684.0,300.0,248.0,0.0,37.0,55.0,82.0,113.0,117.0,444.0,657.0,641.0,589.0,625.0,500.0,449.0,427.0,359.0,300.0,213.0,144.0,102.0,50.0,14.0,6.0,0.0,3022.0,2902.0,2502151,Boa Vista - PB,319446
95,95,PB,19950,CONGO,10202,8756,1446,754,1280,14.173691433052344,8.611238008222932,14.618547281863863,328.0,309.0,1488.0,837.0,772.0,1064.0,199.0,104.0,2.0,54.0,78.0,71.0,112.0,114.0,445.0,519.0,487.0,490.0,432.0,505.0,416.0,388.0,261.0,202.0,185.0,152.0,102.0,56.0,21.0,9.0,0.0,2599.0,2502.0,2504702,Congo - PB,85465
96,96,PB,19968,MARCAÇÃO,13914,11682,2232,1919,1708,16.041397153945667,16.42698168121897,14.620784112309536,820.0,297.0,1807.0,1251.0,970.0,1309.0,292.0,211.0,0.0,95.0,111.0,134.0,153.0,152.0,638.0,856.0,836.0,807.0,647.0,559.0,518.0,414.0,324.0,261.0,204.0,123.0,62.0,44.0,15.0,3.0,1.0,3562.0,3395.0,2509057,Marcação - PB,123336
97,97,PB,19976,COREMAS,24370,18909,5461,1536,2327,22.408699220352894,8.123115976519118,12.306309164947908,1225.0,440.0,3304.0,1914.0,1496.0,2669.0,742.0,395.0,12.0,133.0,163.0,174.0,227.0,248.0,1039.0,1203.0,1184.0,1248.0,1164.0,1015.0,863.0,939.0,725.0,603.0,470.0,351.0,238.0,137.0,37.0,12.0,0.0,6350.0,5835.0,2504801,Coremas - PB,255021
98,98,PB,19984,MATURÉIA,11020,8682,2338,1610,1800,21.21597096188748,18.54411425938724,20.73255010366275,416.0,219.0,1609.0,853.0,925.0,1152.0,227.0,109.0,0.0,70.0,68.0,107.0,134.0,137.0,481.0,677.0,613.0,597.0,501.0,469.0,386.0,371.0,251.0,191.0,183.0,128.0,102.0,29.0,14.0,1.0,0.0,2801.0,2709.0,2509396,Maturéia - PB,79510
99,99,PB,19992,CRUZ DO ESPÍRITO SANTO,31826,27138,4688,6638,5216,14.730094890969648,24.46016655612057,19.2202815240622,1875.0,556.0,5077.0,2445.0,2472.0,2926.0,360.0,202.0,0.0,95.0,148.0,292.0,323.0,344.0,1540.0,1832.0,1731.0,1652.0,1772.0,1550.0,1303.0,1112.0,801.0,601.0,447.0,237.0,94.0,33.0,4.0,2.0,0.0,8057.0,7856.0,2504900,Cruz do Espírito Santo - PB,253013
100,100,PB,20001,SANTA CECÍLIA,13286,11709,1577,1488,1450,11.869637212102964,12.708173200102484,12.383636518917072,655.0,258.0,1873.0,933.0,1110.0,1619.0,135.0,60.0,0.0,102.0,111.0,131.0,139.0,137.0,657.0,811.0,785.0,730.0,648.0,552.0,408.0,412.0,327.0,233.0,203.0,151.0,74.0,24.0,5.0,3.0,0.0,3253.0,3390.0,2513158,Santa Cecília - PB,90463
101,101,PB,20010,CUBATI,12996,10728,2268,1572,2289,17.451523545706372,14.65324384787472,21.33668903803132,451.0,213.0,2202.0,800.0,1017.0,1442.0,212.0,161.0,2.0,85.0,96.0,116.0,115.0,124.0,548.0,663.0,707.0,637.0,636.0,535.0,456.0,496.0,357.0,265.0,257.0,191.0,112.0,61.0,31.0,8.0,0.0,3395.0,3103.0,2505006,Cubati - PB,102129
102,102,PB,20036,CUITÉ,33918,27247,6671,2960,4961,19.668022878707472,10.86358131170404,18.207509083568837,1408.0,539.0,4215.0,3055.0,2691.0,3285.0,976.0,790.0,4.0,176.0,217.0,248.0,259.0,317.0,1341.0,1723.0,1704.0,1747.0,1473.0,1480.0,1287.0,1295.0,996.0,867.0,658.0,494.0,367.0,188.0,92.0,23.0,3.0,8900.0,8059.0,2505105,Cuité - PB,273447
103,103,PB,20052,CUITEGI,11610,9156,2454,2041,1735,21.13695090439277,22.29139362166885,18.949322848405416,758.0,223.0,1597.0,898.0,941.0,1011.0,231.0,146.0,2.0,42.0,53.0,93.0,96.0,108.0,541.0,641.0,674.0,611.0,588.0,502.0,384.0,369.0,299.0,255.0,207.0,139.0,111.0,56.0,21.0,13.0,0.0,2990.0,2815.0,2505204,Cuitegi - PB,87664
104,104,PB,20079,CURRAL VELHO,4712,3671,1041,137,397,22.09252971137521,3.731953146281667,10.814491964042496,224.0,116.0,650.0,339.0,369.0,514.0,88.0,56.0,2.0,28.0,40.0,42.0,46.0,62.0,206.0,263.0,253.0,226.0,233.0,204.0,199.0,164.0,116.0,79.0,88.0,45.0,39.0,12.0,5.0,4.0,0.0,1138.0,1218.0,2505303,Curral Velho - PB,33783
105,105,PB,20095,DESTERRO,14776,11705,3071,1115,1542,20.78370330265295,9.525843656557027,13.17385732592909,393.0,271.0,2454.0,1249.0,1208.0,1333.0,312.0,168.0,1.0,102.0,149.0,155.0,161.0,157.0,625.0,813.0,724.0,749.0,672.0,623.0,527.0,499.0,364.0,303.0,307.0,208.0,154.0,65.0,24.0,6.0,0.0,3836.0,3552.0,2505402,Desterro - PB,94774
106,106,PB,20117,VISTA SERRANA,6514,4969,1545,306,586,23.7181455326988,6.158180720466895,11.793117327430066,370.0,146.0,1077.0,470.0,542.0,438.0,133.0,81.0,3.0,40.0,68.0,48.0,61.0,69.0,250.0,307.0,357.0,342.0,354.0,305.0,247.0,227.0,162.0,130.0,102.0,91.0,48.0,28.0,16.0,2.0,0.0,1643.0,1614.0,2505501,Vista Serrana - PB,50452
107,107,PB,20133,DIAMANTE,11264,8367,2897,617,1366,25.719105113636363,7.374208198876539,16.326042787139954,546.0,380.0,1227.0,1042.0,821.0,1199.0,242.0,175.0,1.0,56.0,74.0,112.0,94.0,99.0,435.0,603.0,594.0,578.0,569.0,500.0,414.0,395.0,306.0,265.0,219.0,171.0,92.0,32.0,16.0,7.0,0.0,2840.0,2792.0,2505600,Diamante - PB,75548
108,108,PB,20150,DONA INÊS,18130,14353,3777,1220,2567,20.832873690016548,8.499965164077196,17.884762767365707,916.0,315.0,1692.0,1396.0,1746.0,2448.0,318.0,234.0,0.0,122.0,144.0,152.0,197.0,210.0,871.0,1009.0,912.0,949.0,788.0,743.0,645.0,582.0,466.0,359.0,394.0,259.0,138.0,88.0,29.0,8.0,0.0,4544.0,4521.0,2505709,Dona Inês - PB,117418
109,109,PB,20176,DUAS ESTRADAS,7128,5808,1320,522,905,18.51851851851852,8.987603305785125,15.581955922865015,326.0,149.0,1082.0,754.0,453.0,479.0,203.0,118.0,1.0,38.0,41.0,57.0,66.0,92.0,276.0,401.0,361.0,390.0,323.0,259.0,288.0,257.0,196.0,166.0,141.0,102.0,66.0,32.0,8.0,3.0,0.0,1878.0,1686.0,2505808,Duas Estradas - PB,51973
110,110,PB,20192,EMAS,6702,5228,1474,367,659,21.993434795583408,7.019892884468248,12.60520275439939,242.0,141.0,994.0,635.0,605.0,507.0,151.0,76.0,0.0,41.0,53.0,64.0,81.0,71.0,315.0,339.0,339.0,375.0,385.0,300.0,222.0,200.0,153.0,146.0,109.0,77.0,58.0,17.0,6.0,0.0,0.0,1688.0,1663.0,2505907,Emas - PB,46042
111,111,PB,20214,ESPERANÇA,49906,41118,8788,8968,10262,17.609105117621127,21.810399338489223,24.957439564181136,1749.0,1280.0,7222.0,4187.0,4301.0,3828.0,1283.0,1103.0,2.0,204.0,297.0,389.0,462.0,515.0,2163.0,2582.0,2483.0,2596.0,2567.0,2238.0,1879.0,1801.0,1334.0,1096.0,941.0,676.0,432.0,210.0,72.0,14.0,0.0,13109.0,11844.0,2506004,Esperança - PB,851650
