,Unnamed: 0,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCAO,VOTOS_BRANCOS,VOTOS_NULOS,PCT_ABSTENCAO,PCT_BRANCOS,PCT_NULOS,ANALFABETO,ENSINO FUNDAMENTAL COMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MÉDIO COMPLETO,ENSINO MÉDIO INCOMPLETO,LÊ E ESCREVE,SUPERIOR COMPLETO,SUPERIOR INCOMPLETO,100 anos ou mais              ,16 anos                       ,17 anos                       ,18 anos                       ,19 anos                       ,20 anos                       ,21 a 24 anos                  ,25 a 29 anos                  ,30 a 34 anos                  ,35 a 39 anos                  ,40 a 44 anos                  ,45 a 49 anos                  ,50 a 54 anos                  ,55 a 59 anos                  ,60 a 64 anos                  ,65 a 69 anos                  ,70 a 74 anos                  ,75 a 79 anos                  ,80 a 84 anos                  ,85 a 89 anos                  ,90 a 94 anos                  ,95 a 99 anos                  ,Inválido                      ,FEMININO,MASCULINO,codigo_ibge,municipio,pib_mil_reais
112,112,PB,20230,FAGUNDES,20136,16087,4049,2211,3527,20.108263806118394,13.744016908062411,21.92453533909368,1671.0,471.0,2296.0,1642.0,1295.0,1963.0,421.0,309.0,3.0,111.0,166.0,191.0,164.0,198.0,866.0,1051.0,1052.0,1005.0,859.0,794.0,716.0,685.0,565.0,478.0,477.0,327.0,210.0,111.0,32.0,7.0,0.0,5123.0,4945.0,2506103,Fagundes - PB,135441
113,113,PB,20257,FREI MARTINHO,5640,4705,935,333,688,16.578014184397162,7.077577045696068,14.622741764080766,172.0,156.0,692.0,714.0,360.0,509.0,120.0,97.0,0.0,31.0,36.0,42.0,41.0,42.0,194.0,244.0,294.0,304.0,294.0,239.0,199.0,228.0,178.0,139.0,130.0,85.0,66.0,25.0,7.0,2.0,0.0,1399.0,1421.0,2506202,Frei Martinho - PB,38774
114,114,PB,20273,GUARABIRA,85326,71467,13859,14261,12937,16.242411457234606,19.95466439055788,18.10206109113297,2786.0,1775.0,9074.0,10887.0,6132.0,6114.0,3488.0,2407.0,18.0,309.0,464.0,598.0,750.0,806.0,3368.0,4419.0,4265.0,4396.0,4414.0,3874.0,3507.0,3089.0,2419.0,1787.0,1578.0,1055.0,802.0,457.0,220.0,66.0,2.0,23014.0,19649.0,2506301,Guarabira - PB,1489288
115,115,PB,20290,GURINHÉM,22494,18374,4120,3756,3928,18.31599537654485,20.441928812452375,21.37803417873081,1407.0,468.0,3222.0,1573.0,1493.0,2441.0,391.0,252.0,0.0,69.0,98.0,127.0,190.0,239.0,1006.0,1200.0,1107.0,1167.0,1145.0,1017.0,941.0,766.0,604.0,443.0,399.0,329.0,233.0,109.0,49.0,9.0,0.0,5765.0,5482.0,2506400,Gurinhém - PB,201227
116,116,PB,20311,GURJÃO,6242,5269,973,480,880,15.587952579301506,9.109888024293037,16.701461377870565,162.0,172.0,872.0,722.0,463.0,402.0,214.0,114.0,1.0,28.0,41.0,46.0,57.0,55.0,240.0,313.0,295.0,312.0,280.0,256.0,244.0,257.0,205.0,143.0,129.0,81.0,82.0,34.0,18.0,4.0,0.0,1608.0,1513.0,2506509,Gurjão - PB,50413
117,117,PB,20338,IBIARA,11044,8477,2567,837,1359,23.2433900760594,9.873776100035393,16.031614958121978,497.0,186.0,1311.0,543.0,1176.0,1596.0,142.0,71.0,6.0,62.0,66.0,77.0,111.0,105.0,409.0,573.0,526.0,555.0,505.0,484.0,425.0,434.0,345.0,291.0,217.0,174.0,100.0,42.0,11.0,4.0,0.0,2749.0,2773.0,2506608,Ibiara - PB,63597
118,118,PB,20354,IMACULADA,17614,13312,4302,1576,2311,24.42375383217895,11.838942307692308,17.360276442307693,764.0,455.0,2854.0,1453.0,1427.0,1420.0,274.0,160.0,0.0,99.0,156.0,196.0,214.0,193.0,921.0,968.0,869.0,885.0,826.0,713.0,627.0,610.0,418.0,362.0,307.0,206.0,142.0,59.0,30.0,6.0,0.0,4422.0,4385.0,2506707,Imaculada - PB,105988
119,119,PB,20370,INGÁ,29642,23978,5664,3438,4370,19.108022400647727,14.338143298023189,18.225039619651348,1562.0,636.0,4342.0,2926.0,1757.0,2428.0,724.0,446.0,2.0,94.0,181.0,258.0,292.0,318.0,1309.0,1613.0,1515.0,1429.0,1443.0,1213.0,1114.0,1059.0,823.0,764.0,593.0,396.0,244.0,111.0,35.0,13.0,2.0,7699.0,7122.0,2506806,Ingá - PB,270159
120,120,PB,20397,ITABAIANA,37970,31693,6277,6062,6631,16.531472214906508,19.127252074590604,20.92260120531348,1565.0,603.0,3467.0,3937.0,2556.0,4918.0,1164.0,775.0,5.0,115.0,164.0,268.0,257.0,304.0,1417.0,1860.0,1891.0,1850.0,1940.0,1797.0,1614.0,1549.0,1215.0,925.0,807.0,515.0,321.0,121.0,42.0,8.0,0.0,10115.0,8870.0,2506905,Itabaiana - PB,417387
121,121,PB,20419,ITAPORANGA,34286,26911,7375,3204,3855,21.51023741468821,11.905912080561851,14.324997213035562,1215.0,1029.0,3980.0,3876.0,2574.0,2439.0,1355.0,675.0,3.0,171.0,229.0,269.0,327.0,345.0,1381.0,1717.0,1728.0,1767.0,1860.0,1600.0,1266.0,1162.0,949.0,785.0,656.0,407.0,311.0,136.0,60.0,13.0,1.0,8972.0,8171.0,2507002,Itaporanga - PB,445867
122,122,PB,20435,ITAPOROROCA,26412,21904,4508,2657,3337,17.067999394214752,12.130204528853175,15.234660336011688,3490.0,465.0,2949.0,2023.0,1840.0,1634.0,447.0,358.0,3.0,78.0,120.0,167.0,225.0,263.0,1131.0,1433.0,1397.0,1429.0,1347.0,1196.0,1041.0,919.0,658.0,556.0,546.0,365.0,185.0,101.0,41.0,5.0,0.0,6752.0,6454.0,2507101,Itapororoca - PB,261025
123,123,PB,20451,ITATUBA,16912,13975,2937,1905,2608,17.366367076631978,13.631484794275492,18.661896243291597,938.0,388.0,2625.0,1340.0,1023.0,1593.0,343.0,206.0,1.0,79.0,107.0,147.0,150.0,160.0,718.0,880.0,918.0,921.0,822.0,712.0,634.0,564.0,466.0,413.0,338.0,237.0,124.0,49.0,11.0,5.0,0.0,4368.0,4088.0,2507200,Itatuba - PB,211522
124,124,PB,20478,JACARAÚ,27628,21309,6319,2546,3491,22.871724337628493,11.948003191139897,16.382749073161577,1317.0,534.0,3872.0,1901.0,2055.0,3190.0,565.0,380.0,2.0,133.0,162.0,229.0,275.0,235.0,1168.0,1478.0,1385.0,1395.0,1307.0,1170.0,1077.0,1001.0,724.0,627.0,560.0,399.0,286.0,122.0,65.0,14.0,0.0,7062.0,6752.0,2507309,Jacaraú - PB,217258
125,125,PB,20494,JERICÓ,13786,10970,2816,1464,1160,20.426519657623675,13.345487693710115,10.5742935278031,518.0,367.0,1852.0,1271.0,769.0,1588.0,374.0,154.0,0.0,81.0,107.0,109.0,136.0,138.0,546.0,709.0,660.0,653.0,650.0,573.0,482.0,567.0,418.0,380.0,292.0,189.0,149.0,40.0,10.0,4.0,0.0,3616.0,3277.0,2507408,Jericó - PB,95979
126,126,PB,20516,JOÃO PESSOA,1118410,955532,162878,129052,160379,14.56335333196234,13.505774793518166,16.7842625887987,9443.0,27702.0,92702.0,168382.0,77798.0,22676.0,104326.0,56176.0,46.0,2878.0,4753.0,7751.0,8675.0,9223.0,41212.0,56019.0,57503.0,61595.0,60965.0,51420.0,46856.0,44117.0,35339.0,27364.0,20554.0,12584.0,6474.0,2773.0,897.0,195.0,12.0,310223.0,248982.0,2507507,João Pessoa - PB,28442131
127,127,PB,20532,JUAREZ TÁVORA,14810,12336,2474,1844,2166,16.704929101958136,14.948119325551232,17.558365758754864,782.0,249.0,2249.0,1194.0,1038.0,1410.0,305.0,178.0,0.0,75.0,100.0,139.0,153.0,153.0,686.0,830.0,795.0,779.0,731.0,638.0,549.0,550.0,385.0,258.0,217.0,178.0,119.0,45.0,22.0,3.0,0.0,3741.0,3664.0,2507606,Juarez Távora - PB,93223
128,128,PB,20559,JUAZEIRINHO,26586,21418,5168,3384,4271,19.438802377191003,15.799794565318892,19.94117097768232,952.0,470.0,5008.0,1673.0,1636.0,2855.0,400.0,299.0,6.0,89.0,191.0,241.0,254.0,296.0,1205.0,1490.0,1427.0,1509.0,1318.0,1153.0,886.0,834.0,662.0,521.0,468.0,318.0,226.0,119.0,47.0,32.0,1.0,6880.0,6413.0,2507705,Juazeirinho - PB,259622
129,129,PB,20575,JUNCO DO SERIDÓ,11366,9403,1963,1162,1586,17.270807672004224,12.357758162288633,16.866957354035947,363.0,223.0,1636.0,1179.0,942.0,859.0,305.0,176.0,0.0,55.0,75.0,105.0,107.0,115.0,421.0,601.0,576.0,633.0,589.0,487.0,406.0,399.0,311.0,265.0,240.0,138.0,101.0,43.0,12.0,4.0,0.0,2888.0,2795.0,2507804,Junco do Seridó - PB,128192
130,130,PB,20591,JURIPIRANGA,19490,16402,3088,2083,2915,15.844022575679835,12.699670771857091,17.772222899646383,1015.0,342.0,2075.0,1938.0,1673.0,2023.0,442.0,237.0,2.0,100.0,137.0,189.0,164.0,223.0,921.0,1081.0,1065.0,1068.0,1077.0,819.0,704.0,623.0,465.0,378.0,299.0,225.0,136.0,46.0,21.0,2.0,0.0,5025.0,4720.0,2507903,Juripiranga - PB,150461
131,131,PB,20613,JURU,15464,12087,3377,1233,2408,21.83781686497672,10.201042442293373,19.92223049557376,912.0,366.0,2399.0,1089.0,903.0,1656.0,250.0,157.0,1.0,96.0,105.0,149.0,152.0,140.0,592.0,757.0,681.0,716.0,721.0,665.0,615.0,574.0,461.0,426.0,330.0,240.0,167.0,98.0,35.0,11.0,0.0,3946.0,3786.0,2508000,Juru - PB,111022
132,132,PB,20630,LAGOA,9558,7369,2189,584,1006,22.90228081188533,7.925091599945719,13.651784502646224,368.0,212.0,1206.0,784.0,659.0,1278.0,157.0,115.0,3.0,55.0,64.0,78.0,86.0,96.0,353.0,478.0,462.0,498.0,451.0,438.0,349.0,348.0,272.0,222.0,199.0,145.0,117.0,51.0,10.0,3.0,1.0,2429.0,2350.0,2508109,Lagoa - PB,65991
133,133,PB,20656,LAGOA DE DENTRO,14460,11227,3233,1341,1786,22.3582295988935,11.944419702502897,15.908078738754789,568.0,328.0,2502.0,1270.0,1092.0,966.0,336.0,168.0,3.0,71.0,99.0,137.0,124.0,156.0,630.0,827.0,707.0,714.0,632.0,567.0,587.0,543.0,377.0,342.0,267.0,210.0,145.0,57.0,25.0,9.0,1.0,3699.0,3531.0,2508208,Lagoa de Dentro - PB,104437
134,134,PB,20672,LAGOA SECA,41286,35397,5889,7171,8506,14.263915128615029,20.258778992569997,24.03028505240557,1217.0,1080.0,6115.0,3895.0,3159.0,3821.0,736.0,620.0,3.0,148.0,221.0,302.0,397.0,404.0,1633.0,2267.0,2161.0,2153.0,2137.0,1882.0,1705.0,1459.0,1122.0,899.0,760.0,548.0,275.0,116.0,38.0,13.0,0.0,10820.0,9823.0,2508307,Lagoa Seca - PB,416794
135,135,PB,20699,LASTRO,8486,6988,1498,798,789,17.652604289417866,11.419576416714367,11.290784201488266,380.0,201.0,1114.0,686.0,608.0,963.0,167.0,124.0,1.0,40.0,50.0,69.0,90.0,101.0,350.0,453.0,429.0,481.0,453.0,368.0,277.0,272.0,222.0,180.0,173.0,119.0,79.0,27.0,9.0,0.0,0.0,2080.0,2163.0,2508406,Lastro - PB,37248
136,136,PB,20710,LIVRAMENTO,11680,9210,2470,1284,1766,21.14726027397261,13.941368078175897,19.17480998914224,317.0,269.0,2331.0,941.0,873.0,665.0,305.0,139.0,2.0,49.0,90.0,95.0,111.0,140.0,510.0,582.0,557.0,619.0,573.0,501.0,383.0,417.0,302.0,280.0,240.0,161.0,120.0,68.0,28.0,12.0,0.0,3048.0,2792.0,2508505,Livramento - PB,83602
137,137,PB,20737,LUCENA,24852,19942,4910,2974,3293,19.75696121036536,14.913248420419215,16.51288737338281,849.0,555.0,3791.0,2512.0,1966.0,1659.0,660.0,434.0,2.0,86.0,152.0,223.0,249.0,244.0,1144.0,1365.0,1235.0,1288.0,1302.0,1174.0,1027.0,845.0,710.0,530.0,403.0,224.0,130.0,68.0,17.0,7.0,1.0,6341.0,6085.0,2508604,Lucena - PB,279944
138,138,PB,20753,MÃE D'ÁGUA,7544,6170,1374,425,742,18.213149522799576,6.888168557536467,12.025931928687196,279.0,192.0,1148.0,652.0,539.0,612.0,232.0,118.0,2.0,39.0,45.0,71.0,64.0,63.0,262.0,365.0,380.0,419.0,350.0,329.0,277.0,291.0,217.0,200.0,144.0,108.0,81.0,39.0,21.0,5.0,0.0,1916.0,1856.0,2508703,Mãe d'Água - PB,45505
139,139,PB,20770,MALTA,10362,8219,2143,1036,1182,20.68133564948852,12.604939773695095,14.38131159508456,630.0,289.0,1341.0,963.0,778.0,708.0,304.0,168.0,0.0,44.0,61.0,82.0,98.0,109.0,458.0,518.0,469.0,530.0,500.0,449.0,396.0,381.0,330.0,249.0,220.0,144.0,83.0,40.0,16.0,4.0,0.0,2664.0,2517.0,2508802,Malta - PB,77516
140,140,PB,20796,MAMANGUAPE,65180,53830,11350,8897,9338,17.41331696839521,16.527958387516257,17.347204161248374,5209.0,1269.0,7374.0,5373.0,5120.0,5799.0,1324.0,1122.0,7.0,221.0,371.0,468.0,585.0,652.0,2788.0,3772.0,3365.0,3473.0,3312.0,2871.0,2613.0,2350.0,1698.0,1423.0,1139.0,726.0,428.0,216.0,77.0,34.0,1.0,17081.0,15509.0,2508901,Mamanguape - PB,1086800
141,141,PB,20818,MANAÍRA,17324,13646,3678,1139,2602,21.23066266451166,8.346768283746153,19.067858713176022,800.0,355.0,2728.0,1082.0,1170.0,2011.0,346.0,170.0,4.0,115.0,150.0,186.0,159.0,151.0,733.0,886.0,962.0,887.0,844.0,678.0,623.0,623.0,451.0,338.0,316.0,252.0,176.0,86.0,26.0,14.0,2.0,4334.0,4328.0,2509008,Manaíra - PB,110034
142,142,PB,20834,MARI,34324,29232,5092,4076,5411,14.835100804102089,13.943623426382048,18.510536398467437,1948.0,753.0,4189.0,3169.0,2291.0,3574.0,718.0,520.0,1.0,168.0,202.0,297.0,340.0,339.0,1417.0,1750.0,1735.0,1776.0,1772.0,1555.0,1379.0,1278.0,983.0,818.0,720.0,379.0,175.0,63.0,12.0,3.0,0.0,8946.0,8216.0,2509107,Mari - PB,303052
143,143,PB,20850,MASSARANDUBA,23440,19545,3895,3824,4795,16.616894197952217,19.565106165259657,24.533128677411103,1000.0,537.0,3890.0,1783.0,1855.0,2178.0,255.0,222.0,0.0,61.0,127.0,191.0,247.0,263.0,1042.0,1381.0,1185.0,1156.0,1072.0,1086.0,896.0,804.0,656.0,499.0,410.0,329.0,188.0,89.0,28.0,10.0,0.0,6135.0,5585.0,2509206,Massaranduba - PB,196173
144,144,PB,20877,MATARACA,16982,13015,3967,2194,2627,23.360028265222,16.85747214752209,20.18440261237034,1242.0,373.0,2866.0,1160.0,1406.0,943.0,276.0,225.0,1.0,59.0,66.0,158.0,190.0,187.0,883.0,1076.0,996.0,984.0,833.0,767.0,616.0,496.0,363.0,295.0,230.0,168.0,82.0,28.0,11.0,2.0,0.0,4136.0,4355.0,2509305,Mataraca - PB,231046
145,145,PB,20893,MOGEIRO,21358,17585,3773,2440,3460,17.665511752036707,13.875462041512652,19.67586010804663,1038.0,388.0,2225.0,2077.0,1646.0,2758.0,314.0,233.0,0.0,66.0,115.0,160.0,183.0,219.0,974.0,1190.0,1184.0,1217.0,1060.0,894.0,829.0,719.0,590.0,464.0,385.0,248.0,119.0,43.0,15.0,4.0,1.0,5501.0,5178.0,2509404,Mogeiro - PB,220317
146,146,PB,20915,MONTADAS,9726,8307,1419,1363,1723,14.58975940777298,16.407848802215,20.741543276754545,245.0,257.0,1598.0,884.0,756.0,778.0,219.0,126.0,2.0,52.0,64.0,96.0,104.0,99.0,458.0,512.0,491.0,509.0,484.0,435.0,350.0,318.0,240.0,201.0,201.0,130.0,71.0,30.0,10.0,6.0,0.0,2445.0,2418.0,2509503,Montadas - PB,68335
147,147,PB,20931,MONTE HOREBE,7988,6099,1889,393,940,23.647971957936907,6.443679291687161,15.412362682406952,275.0,181.0,1281.0,694.0,493.0,725.0,192.0,153.0,1.0,28.0,54.0,60.0,77.0,58.0,340.0,425.0,428.0,432.0,399.0,352.0,296.0,259.0,208.0,182.0,178.0,95.0,84.0,25.0,13.0,0.0,0.0,2049.0,1945.0,2509602,Monte Horebe - PB,59800
148,148,PB,20958,MONTEIRO,51582,42518,9064,6729,7507,17.572021247722073,15.826238299073331,17.656051554635685,1881.0,1303.0,6346.0,5383.0,4229.0,4172.0,1499.0,978.0,2.0,229.0,314.0,403.0,454.0,433.0,2024.0,2677.0,2397.0,2542.0,2500.0,2314.0,2081.0,1970.0,1548.0,1306.0,1074.0,711.0,504.0,216.0,75.0,16.0,1.0,13540.0,12251.0,2509701,Monteiro - PB,842417
149,149,PB,20974,MULUNGU,17814,14921,2893,1846,2347,16.240035926799145,12.3718249447088,15.729508746062596,875.0,471.0,2383.0,1658.0,1138.0,1819.0,394.0,169.0,0.0,93.0,105.0,144.0,181.0,172.0,703.0,890.0,867.0,963.0,990.0,813.0,717.0,643.0,505.0,400.0,303.0,206.0,138.0,52.0,18.0,4.0,0.0,4584.0,4323.0,2509800,Mulungu - PB,111589
150,150,PB,20990,NATUBA,13182,10779,2403,1493,2517,18.22940373236231,13.8510065868819,23.350960200389647,872.0,303.0,1481.0,1051.0,1124.0,1302.0,316.0,142.0,6.0,92.0,100.0,126.0,154.0,140.0,591.0,664.0,629.0,687.0,614.0,553.0,462.0,428.0,388.0,302.0,291.0,166.0,109.0,60.0,25.0,4.0,0.0,3490.0,3101.0,2509909,Natuba - PB,116149
151,151,PB,21016,NAZAREZINHO,13680,11472,2208,1021,1515,16.140350877192983,8.899930264993026,13.206066945606697,608.0,360.0,2054.0,978.0,985.0,1460.0,256.0,139.0,1.0,89.0,108.0,130.0,142.0,125.0,547.0,660.0,606.0,698.0,715.0,602.0,476.0,504.0,372.0,351.0,305.0,203.0,139.0,43.0,18.0,6.0,0.0,3327.0,3513.0,2510006,Nazarezinho - PB,81441
152,152,PB,21032,NOVA FLORESTA,16000,12715,3285,1555,3222,20.53125,12.229650019661817,25.34014942980731,693.0,247.0,2232.0,1542.0,1094.0,1440.0,436.0,316.0,2.0,76.0,119.0,132.0,149.0,173.0,684.0,847.0,791.0,767.0,698.0,714.0,588.0,592.0,409.0,364.0,320.0,239.0,178.0,113.0,39.0,6.0,0.0,4230.0,3770.0,2510105,Nova Floresta - PB,114955
153,153,PB,21059,NOVA OLINDA,11106,7894,3212,894,1325,28.92130379974788,11.325057005320495,16.784899923992906,388.0,312.0,1787.0,677.0,861.0,1258.0,185.0,85.0,1.0,65.0,82.0,110.0,119.0,107.0,517.0,634.0,581.0,564.0,476.0,445.0,383.0,376.0,315.0,251.0,212.0,163.0,87.0,40.0,20.0,5.0,0.0,2783.0,2770.0,2510204,Nova Olinda - PB,69482
154,154,PB,21075,NOVA PALMEIRA,6764,5913,851,721,1005,12.581312832643407,12.193472010823609,16.996448503297817,250.0,177.0,695.0,650.0,475.0,807.0,190.0,138.0,0.0,31.0,39.0,48.0,58.0,65.0,278.0,314.0,315.0,367.0,361.0,300.0,265.0,260.0,194.0,158.0,143.0,96.0,67.0,18.0,3.0,2.0,0.0,1706.0,1676.0,2510303,Nova Palmeira - PB,54633
155,155,PB,21091,OLHO D'ÁGUA,13998,10786,3212,987,1572,22.946135162166023,9.150750973484149,14.574448358983869,681.0,316.0,2038.0,1115.0,1137.0,1273.0,258.0,181.0,1.0,64.0,92.0,117.0,138.0,153.0,642.0,726.0,738.0,733.0,651.0,568.0,490.0,479.0,408.0,378.0,272.0,163.0,109.0,54.0,20.0,3.0,0.0,3567.0,3432.0,2510402,Olho d'Água - PB,76534
156,156,PB,21113,OLIVEDOS,7898,6573,1325,814,1248,16.776399088376802,12.383995131598963,18.98676403468736,214.0,203.0,832.0,817.0,699.0,872.0,189.0,123.0,2.0,39.0,69.0,72.0,81.0,97.0,344.0,411.0,385.0,364.0,391.0,331.0,299.0,284.0,221.0,161.0,138.0,93.0,93.0,51.0,18.0,5.0,0.0,1958.0,1991.0,2510501,Olivedos - PB,53270
157,157,PB,21130,OURO VELHO,5818,4988,830,361,667,14.26607081471296,7.237369687249398,13.372093023255813,213.0,148.0,795.0,685.0,400.0,419.0,161.0,88.0,0.0,23.0,37.0,43.0,41.0,46.0,197.0,262.0,304.0,293.0,290.0,258.0,236.0,245.0,222.0,138.0,112.0,55.0,63.0,29.0,10.0,4.0,1.0,1530.0,1379.0,2510600,Ouro Velho - PB,47542
158,158,PB,21156,PASSAGEM,5304,4160,1144,295,500,21.568627450980397,7.091346153846153,12.01923076923077,257.0,160.0,562.0,630.0,359.0,467.0,135.0,82.0,1.0,28.0,29.0,49.0,61.0,47.0,214.0,263.0,296.0,290.0,261.0,252.0,180.0,175.0,153.0,122.0,94.0,59.0,48.0,23.0,6.0,1.0,0.0,1336.0,1316.0,2510709,Passagem - PB,35352
159,159,PB,21172,PATOS,133960,110646,23314,18690,19803,17.403702597790385,16.89170869258717,17.89761943495472,3592.0,3494.0,13467.0,19823.0,8025.0,7642.0,7095.0,3842.0,9.0,510.0,725.0,956.0,1070.0,1163.0,5172.0,6711.0,6677.0,7161.0,7057.0,6086.0,5405.0,4922.0,3834.0,3271.0,2615.0,1702.0,1198.0,477.0,208.0,46.0,5.0,36835.0,30145.0,2510808,Patos - PB,2555214
160,160,PB,21199,PAULISTA,19820,16298,3522,1434,2126,17.769929364278507,8.798625598232912,13.044545342986869,948.0,368.0,2803.0,1461.0,1357.0,2212.0,437.0,324.0,2.0,100.0,126.0,165.0,163.0,157.0,702.0,927.0,951.0,1075.0,955.0,892.0,739.0,798.0,634.0,538.0,441.0,277.0,165.0,75.0,19.0,9.0,0.0,5102.0,4808.0,2510907,Paulista - PB,200281
161,161,PB,21210,PEDRA BRANCA,7884,5998,1886,522,740,23.921867072552004,8.702900966988997,12.337445815271757,291.0,222.0,864.0,796.0,716.0,725.0,197.0,131.0,0.0,51.0,53.0,89.0,84.0,95.0,316.0,443.0,394.0,412.0,361.0,352.0,284.0,261.0,206.0,184.0,146.0,91.0,63.0,33.0,18.0,6.0,0.0,2031.0,1911.0,2511004,Pedra Branca - PB,48602
162,162,PB,21237,PEDRA LAVRADA,11902,10140,1762,1157,1879,14.804234582423122,11.41025641025641,18.530571992110453,405.0,298.0,1528.0,1053.0,812.0,1317.0,319.0,219.0,0.0,64.0,63.0,101.0,106.0,110.0,459.0,510.0,565.0,624.0,589.0,513.0,440.0,486.0,353.0,280.0,293.0,200.0,120.0,48.0,18.0,9.0,0.0,3014.0,2937.0,2511103,Pedra Lavrada - PB,94715
163,163,PB,21253,PEDRAS DE FOGO,47432,39119,8313,7184,6628,17.526142688480352,18.36447761957105,16.943173394002915,2367.0,813.0,6799.0,3381.0,4148.0,4828.0,792.0,588.0,3.0,114.0,239.0,336.0,390.0,411.0,2078.0,2781.0,2597.0,2664.0,2621.0,2122.0,1841.0,1599.0,1198.0,937.0,779.0,498.0,294.0,161.0,42.0,11.0,0.0,12335.0,11381.0,2511202,Pedras de Fogo - PB,836969
164,164,PB,21270,PIANCÓ,25430,20221,5209,2221,3223,20.483680692095948,10.983630878789375,15.93887542653677,1137.0,579.0,3007.0,2493.0,2190.0,2179.0,712.0,418.0,10.0,131.0,166.0,211.0,206.0,251.0,920.0,1225.0,1146.0,1237.0,1215.0,1128.0,1004.0,960.0,774.0,677.0,535.0,406.0,294.0,119.0,81.0,18.0,1.0,6824.0,5891.0,2511301,Piancó - PB,246685
165,165,PB,21296,PICUÍ,29576,24750,4826,2684,4185,16.317284284555043,10.844444444444443,16.90909090909091,1275.0,746.0,3651.0,2933.0,2271.0,2547.0,795.0,570.0,0.0,132.0,189.0,235.0,280.0,268.0,1230.0,1578.0,1473.0,1512.0,1397.0,1317.0,1148.0,1075.0,859.0,702.0,612.0,374.0,262.0,95.0,39.0,10.0,1.0,7700.0,7088.0,2511400,Picuí - PB,270316
166,166,PB,21318,PILAR,19778,16793,2985,2640,3236,15.092527050257862,15.72083606264515,19.269933901030196,1071.0,350.0,2901.0,1743.0,1206.0,1910.0,435.0,273.0,5.0,67.0,99.0,115.0,158.0,178.0,794.0,1122.0,1074.0,972.0,1057.0,913.0,826.0,660.0,516.0,443.0,389.0,227.0,154.0,80.0,29.0,11.0,0.0,5087.0,4802.0,2511509,Pilar - PB,158901
167,167,PB,21334,PILÕES,13886,10884,3002,2166,2017,21.61889673051995,19.90077177508269,18.531789783167955,1015.0,269.0,2045.0,921.0,988.0,1290.0,248.0,167.0,9.0,66.0,85.0,108.0,117.0,141.0,607.0,745.0,842.0,805.0,684.0,597.0,460.0,415.0,358.0,292.0,240.0,162.0,106.0,69.0,26.0,8.0,1.0,3561.0,3382.0,2511608,Pilões - PB,133896
168,168,PB,21350,PILÕEZINHOS,10528,8616,1912,1624,1749,18.16109422492401,18.848653667595173,20.299442896935933,675.0,205.0,1205.0,933.0,870.0,1111.0,172.0,93.0,2.0,62.0,84.0,88.0,95.0,98.0,449.0,571.0,590.0,588.0,544.0,432.0,380.0,330.0,266.0,249.0,191.0,103.0,78.0,41.0,19.0,4.0,0.0,2658.0,2606.0,2511707,Pilõezinhos - PB,64516
169,169,PB,21377,PIRPIRITUBA,15402,12488,2914,2411,2538,18.919620828463835,19.306534272901985,20.32351057014734,698.0,308.0,2112.0,1520.0,1179.0,1382.0,336.0,166.0,1.0,72.0,74.0,143.0,143.0,143.0,628.0,782.0,801.0,773.0,743.0,667.0,605.0,575.0,440.0,365.0,311.0,190.0,135.0,71.0,33.0,6.0,0.0,3965.0,3736.0,2511806,Pirpirituba - PB,120990
170,170,PB,21393,PITIMBU,24086,19776,4310,2952,3172,17.894212405546792,14.927184466019416,16.039644012944983,934.0,469.0,3168.0,2758.0,2396.0,1458.0,516.0,344.0,1.0,76.0,153.0,250.0,231.0,255.0,1117.0,1216.0,1298.0,1306.0,1340.0,1130.0,958.0,816.0,662.0,488.0,363.0,199.0,110.0,49.0,19.0,6.0,0.0,6213.0,5830.0,2511905,Pitimbu - PB,479172
171,171,PB,21415,POCINHOS,28110,23378,4732,3716,5258,16.833866951262895,15.895286166481307,22.491231071947983,1101.0,651.0,3948.0,2511.0,1866.0,2838.0,673.0,467.0,2.0,124.0,185.0,251.0,285.0,255.0,1170.0,1446.0,1297.0,1442.0,1411.0,1230.0,1110.0,976.0,773.0,659.0,562.0,400.0,270.0,138.0,57.0,11.0,1.0,7284.0,6771.0,2512002,Pocinhos - PB,334112
172,172,PB,21431,POMBAL,50328,40469,9859,3340,5314,19.5894929264028,8.253230868071858,13.131038572734685,1837.0,1076.0,6120.0,4338.0,3922.0,4942.0,1866.0,1063.0,6.0,297.0,346.0,358.0,415.0,433.0,1776.0,2366.0,2370.0,2473.0,2456.0,2174.0,2011.0,1898.0,1570.0,1277.0,1159.0,790.0,595.0,270.0,104.0,20.0,0.0,13593.0,11571.0,2512101,Pombal - PB,594290
173,173,PB,21458,PRATA,8074,6654,1420,806,1033,17.58731731483775,12.113014727983169,15.524496543432525,261.0,177.0,1220.0,758.0,556.0,620.0,261.0,184.0,0.0,49.0,61.0,64.0,62.0,79.0,307.0,406.0,427.0,410.0,410.0,326.0,296.0,300.0,240.0,203.0,149.0,119.0,71.0,41.0,14.0,3.0,0.0,1996.0,2041.0,2512200,Prata - PB,83660
