indicador,ano,nivel_territorial,codigo_localidade,localidade,variavel,unidade,valor,classificacao,categoria
Renda mediana domiciliar per capita,2022,Município,2512788,Riacho de Santo Antônio (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,590.50,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2512804,Riacho dos Cavalos (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2512903,Rio Tinto (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513000,Salgadinho (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,468.38,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513109,Salgado de São Félix (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,500.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513158,Santa Cecília (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,450.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513208,Santa Cruz (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513307,Santa Helena (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,678.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513356,Santa Inês (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,524.80,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513406,Santa Luzia (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,800.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513505,Santana de Mangueira (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,404.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513604,Santana dos Garrotes (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,564.80,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513653,Joca Claudino (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,480.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513703,Santa Rita (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,622.40,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513802,Santa Teresinha (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,604.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513851,Santo André (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,590.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513901,São Bento (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,600.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513927,São Bentinho (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,558.40,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513943,São Domingos do Cariri (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513968,São Domingos (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,553.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2513984,São Francisco (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514008,São João do Cariri (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,800.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514107,São João do Tigre (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,482.40,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514206,São José da Lagoa Tapada (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514305,São José de Caiana (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,450.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514404,São José de Espinharas (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514453,São José dos Ramos (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,404.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514503,São José de Piranhas (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,624.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514552,São José de Princesa (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,420.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514602,São José do Bonfim (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,553.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514651,São José do Brejo do Cruz (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514701,São José do Sabugi (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514800,São José dos Cordeiros (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2514909,São Mamede (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,729.14,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515005,São Miguel de Taipu (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,450.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515104,São Sebastião de Lagoa de Roça (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515203,São Sebastião do Umbuzeiro (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,500.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515302,Sapé (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,600.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515401,São Vicente do Seridó (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,425.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515500,Serra Branca (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515609,Serra da Raiz (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515708,Serra Grande (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,600.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515807,Serra Redonda (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515906,Serraria (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,478.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515930,Sertãozinho (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,600.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2515971,Sobrado (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,533.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516003,Solânea (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,600.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516102,Soledade (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,484.80,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516151,Sossêgo (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,425.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516201,Sousa (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,700.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516300,Sumé (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,606.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516409,Tacima (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,416.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516508,Taperoá (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,550.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516607,Tavares (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,453.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516706,Teixeira (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,500.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516755,Tenório (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,537.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516805,Triunfo (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,601.86,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2516904,Uiraúna (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,730.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2517001,Umbuzeiro (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,466.67,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2517100,Várzea (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,906.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2517209,Vieirópolis (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,553.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda mediana domiciliar per capita,2022,Município,2517407,Zabelê (PB),"Valor do rendimento nominal mediano mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,533.33,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
