indicador,ano,nivel_territorial,codigo_localidade,localidade,variavel,unidade,valor,classificacao,categoria
Percentual por faixas de renda,2022,Município,2501104,Areia (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501153,Areia de Baraúnas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501203,Areial (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501302,Aroeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501351,Assunção (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501401,Baía da Traição (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501500,Bananeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501534,Baraúna (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501575,Barra de Santana (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501609,Barra de Santa Rosa (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501708,Barra de São Miguel (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501807,Bayeux (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2501906,Belém (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502003,Belém do Brejo do Cruz (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502052,Bernardino Batista (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502102,Boa Ventura (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502151,Boa Vista (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502201,Bom Jesus (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502300,Bom Sucesso (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502409,Bonito de Santa Fé (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502508,Boqueirão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502607,Igaracy (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502706,Borborema (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502805,Brejo do Cruz (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2502904,Brejo dos Santos (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503001,Caaporã (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503100,Cabaceiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503209,Cabedelo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503308,Cachoeira dos Índios (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503407,Cacimba de Areia (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503506,Cacimba de Dentro (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503555,Cacimbas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503605,Caiçara (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503704,Cajazeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503753,Cajazeirinhas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503803,Caldas Brandão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2503902,Camalaú (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504009,Campina Grande (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504033,Capim (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504074,Caraúbas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504108,Carrapateira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504157,Casserengue (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504207,Catingueira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504306,Catolé do Rocha (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504355,Caturité (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504405,Conceição (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504504,Condado (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504603,Conde (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504702,Congo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504801,Coremas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504850,Coxixola (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2504900,Cruz do Espírito Santo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505006,Cubati (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505105,Cuité (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505204,Cuitegi (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505238,Cuité de Mamanguape (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505279,Curral de Cima (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505303,Curral Velho (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505352,Damião (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505402,Desterro (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505501,Vista Serrana (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505600,Diamante (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505709,Dona Inês (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505808,Duas Estradas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2505907,Emas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506004,Esperança (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506103,Fagundes (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506202,Frei Martinho (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506251,Gado Bravo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506301,Guarabira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506400,Gurinhém (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506509,Gurjão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506608,Ibiara (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506707,Imaculada (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
Percentual por faixas de renda,2022,Município,2506806,Ingá (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) - percentual do total geral",Percentual,100.00,Classes de rendimento nominal mensal domiciliar per capita,Total
