indicador,ano,nivel_territorial,codigo_localidade,localidade,variavel,unidade,valor,classificacao,categoria
Distribuição por faixas de renda,2022,Município,2500908,Arara (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,12199,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501005,Araruna (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,17163,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501104,Areia (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,22570,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501153,Areia de Baraúnas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2005,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501203,Areial (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,7123,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501302,Aroeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,18657,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501351,Assunção (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4149,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501401,Baía da Traição (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,9208,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501500,Bananeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,23037,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501534,Baraúna (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4758,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501575,Barra de Santana (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,8051,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501609,Barra de Santa Rosa (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,12900,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501708,Barra de São Miguel (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5906,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501807,Bayeux (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,82667,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2501906,Belém (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,16316,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502003,Belém do Brejo do Cruz (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6268,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502052,Bernardino Batista (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3504,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502102,Boa Ventura (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5204,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502151,Boa Vista (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6365,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502201,Bom Jesus (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2286,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502300,Bom Sucesso (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4661,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502409,Bonito de Santa Fé (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,10252,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502508,Boqueirão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,17534,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502607,Igaracy (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5633,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502706,Borborema (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4197,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502805,Brejo do Cruz (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,13613,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2502904,Brejo dos Santos (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5742,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503001,Caaporã (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,21193,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503100,Cabaceiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5328,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503209,Cabedelo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,66162,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503308,Cachoeira dos Índios (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,9151,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503407,Cacimba de Areia (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3284,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503506,Cacimba de Dentro (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,16059,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503555,Cacimbas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,7223,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503605,Caiçara (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6602,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503704,Cajazeiras (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,62764,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503753,Cajazeirinhas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2728,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503803,Caldas Brandão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5751,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2503902,Camalaú (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6042,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504009,Campina Grande (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,416829,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504033,Capim (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6970,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504074,Caraúbas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3944,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504108,Carrapateira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2312,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504157,Casserengue (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6889,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504207,Catingueira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4491,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504306,Catolé do Rocha (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,30458,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504355,Caturité (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5254,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504405,Conceição (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,18234,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504504,Condado (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6437,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504603,Conde (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,27400,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504702,Congo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4933,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504801,Coremas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,14609,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504850,Coxixola (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,1824,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2504900,Cruz do Espírito Santo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,17089,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505006,Cubati (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,7540,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505105,Cuité (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,19625,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505204,Cuitegi (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6730,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505238,Cuité de Mamanguape (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6238,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505279,Curral de Cima (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5252,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505303,Curral Velho (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2288,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505352,Damião (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,4982,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505402,Desterro (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,8067,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505501,Vista Serrana (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3641,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505600,Diamante (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,6299,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505709,Dona Inês (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,10340,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505808,Duas Estradas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3313,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2505907,Emas (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2992,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506004,Esperança (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,31144,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506103,Fagundes (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,11049,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506202,Frei Martinho (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,2835,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506251,Gado Bravo (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,8179,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506301,Guarabira (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,57046,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506400,Gurinhém (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,13766,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506509,Gurjão (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,3242,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506608,Ibiara (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,5626,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506707,Imaculada (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,10392,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506806,Ingá (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,17628,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2506905,Itabaiana (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,23083,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2507002,Itaporanga (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,23845,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2507101,Itapororoca (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,18376,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2507200,Itatuba (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,10480,Classes de rendimento nominal mensal domiciliar per capita,Total
Distribuição por faixas de renda,2022,Município,2507309,Jacaraú (PB),"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Pessoas,14451,Classes de rendimento nominal mensal domiciliar per capita,Total
